#zone, q, logR, logRho, logT, logP, logPgas, luminosity, x_mass_fraction_H, y_mass_fraction_He, z_mass_fraction_metals, gamma1, opacity, pp, cno, gradr, gradT, grada, actual_gradT 
11, 9.9999999998722133E-001, 6.9508555243090686E-001, -8.7182521131294646E+000, 4.5314839082358134E+000, 4.0687506695888755E+000, 3.9214229716019422E+000, 2.0247041893285710E+004, 7.0000000000000018E-001, 2.8000000000000003E-001, 1.9999999999999796E-002, 1.3360044883883115E+000, 2.4609488217745237E+000, 2.8056299729414960E-028, 0.0000000000000000E+000, 2.1708286797215889E-001, 2.1708286797215889E-001, 2.4237089115168270E-001, 2.1708289358675489E-001 
12, 9.9999999998485345E-001, 6.9505443909466802E-001, -8.6957296854556123E+000, 4.5378999241463918E+000, 4.0971454565144025E+000, 3.9509157736328833E+000, 2.0247041893285659E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3207052852807937E+000, 2.5386896971280195E+000, 2.9549781379446574E-028, 0.0000000000000000E+000, 2.2603388478944442E-001, 2.2603388478944442E-001, 2.3793822396635184E-001, 2.2603390520257588E-001 
13, 9.9999999998248557E-001, 6.9502489197538309E-001, -8.6790357145087036E+000, 4.5429450328663750E+000, 4.1188029912033715E+000, 3.9731632270190969E+000, 2.0247041893285605E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3094258242606804E+000, 2.5981117745705298E+000, 3.0707845286916587E-028, 0.0000000000000000E+000, 2.3405428176500681E-001, 2.3405428176500681E-001, 2.3455721954993308E-001, 2.3405426168868021E-001 
14, 9.9999999998102840E-001, 6.9500739196201511E-001, -8.6671358163880310E+000, 4.5467158472226989E+000, 4.1346106725423022E+000, 3.9892592020207114E+000, 2.0247041893285575E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3016396845877167E+000, 2.6415317619349379E+000, 3.1560947997765175E-028, 0.0000000000000000E+000, 2.3856804954180555E-001, 2.3856804954180555E-001, 2.3216640144348125E-001, 2.3856800304492193E-001 
15, 9.9999999997957123E-001, 6.9499036291769256E-001, -8.6504803170994009E+000, 4.5522585248553220E+000, 4.1572965376152737E+000, 4.0121496708451598E+000, 2.0247041893285543E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2914540934396668E+000, 2.7039910907980422E+000, 3.2794927406797429E-028, 0.0000000000000000E+000, 2.4276454217802326E-001, 2.4276454217802326E-001, 2.2897190013520533E-001, 2.4276451307555325E-001 
16, 9.9999999997665701E-001, 6.9495758061253832E-001, -8.6301063671105922E+000, 4.5593977415820577E+000, 4.1858193366717282E+000, 4.0406589496527721E+000, 2.0247041893285477E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2810786721607126E+000, 2.7827433099005554E+000, 3.4370198643783486E-028, 0.0000000000000000E+000, 2.5038291872834723E-001, 2.5038291872834717E-001, 2.2562323300847048E-001, 2.5038292606809331E-001 
17, 9.9999999997374278E-001, 6.9492629377677428E-001, -8.6115646015546279E+000, 4.5662770335248819E+000, 4.2125912355578876E+000, 4.0671347082569618E+000, 2.0247041893285419E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2745424963141907E+000, 2.8551323790540839E+000, 3.5869483876168344E-028, 0.0000000000000000E+000, 2.5703539161843897E-001, 2.5703539161843875E-001, 2.2342897141654200E-001, 2.5703542452644201E-001 
18, 9.9999999997082856E-001, 6.9489630824290805E-001, -8.5986381415911612E+000, 4.5712555483896100E+000, 4.2316450292244268E+000, 4.0858457819923251E+000, 2.0247041893285357E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2720603084832136E+000, 2.9048727084465669E+000, 3.6953240173774329E-028, 0.0000000000000000E+000, 2.6273491185437975E-001, 2.6273491185437908E-001, 2.2253293305623520E-001, 2.6273496299661081E-001 
19, 9.9999999996937139E-001, 6.9488175291004284E-001, -8.5904716368846898E+000, 4.5745055058139013E+000, 4.2439000615560865E+000, 4.0978033276886983E+000, 2.0247041893285324E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2714796980626466E+000, 2.9354726622398646E+000, 3.7654737865529095E-028, 0.0000000000000000E+000, 2.6521003365607720E-001, 2.6521003365607626E-001, 2.2227877280987299E-001, 2.6521006389313206E-001 
20, 9.9999999996791422E-001, 6.9486746729646398E-001, -8.5788248746899409E+000, 4.5792773752900349E+000, 4.2616599245450129E+000, 4.1150311405856774E+000, 2.0247041893285295E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2721613364816555E+000, 2.9773488042524252E+000, 3.8678289097064859E-028, 0.0000000000000000E+000, 2.6738155065492247E-001, 2.6738155065492109E-001, 2.2240268475553762E-001, 2.6738154568788697E-001 
21, 9.9999999996500000E-001, 6.9483964805470244E-001, -8.5573189048980964E+000, 4.5884306232913721E+000, 4.2951472161087763E+000, 4.1472567442931734E+000, 2.0247041893285234E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2786023000200328E+000, 3.0468525172299903E+000, 4.0641979442661745E-028, 0.0000000000000000E+000, 2.7089928462519564E-001, 2.7089928462519336E-001, 2.2430453450633897E-001, 2.7089925683470178E-001 
22, 9.9999999995917144E-001, 6.9478668287019885E-001, -8.5369051691736075E+000, 4.5971053436289422E+000, 4.3268757349063129E+000, 4.1777743910184482E+000, 2.0247041893285113E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2902401529575431E+000, 3.1016102379816712E+000, 4.2598094193011535E-028, 0.0000000000000000E+000, 2.7573126283964189E-001, 2.7573126283963789E-001, 2.2777599685132061E-001, 2.7573124252486964E-001 
23, 9.9999999995607503E-001, 6.9475982970855421E-001, -8.5269204300197128E+000, 4.6014230550847968E+000, 4.3425176230436264E+000, 4.1927472612897896E+000, 2.0247041893285048E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.2977491734585012E+000, 3.1229650645050264E+000, 4.3588878591541456E-028, 0.0000000000000000E+000, 2.7726029689575188E-001, 2.7726029689574727E-001, 2.2998284726493418E-001, 2.7726030570278970E-001 
24, 9.9999999995452682E-001, 6.9474670648109327E-001, -8.5204867113235387E+000, 4.6042344381816829E+000, 4.3526422905952886E+000, 4.2024095247505509E+000, 2.0247041893285015E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3031592841156514E+000, 3.1345529962497904E+000, 4.4239471182608160E-028, 0.0000000000000000E+000, 2.7768818664621553E-001, 2.7768818664621081E-001, 2.3155486769813280E-001, 2.7768819011156082E-001 
25, 9.9999999995297861E-001, 6.9473377506698275E-001, -8.5111376027877448E+000, 4.6083525477152918E+000, 4.3674017562102074E+000, 4.2164590497167094E+000, 2.0247041893284983E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3116798746739622E+000, 3.1483862144976213E+000, 4.5202222281051366E-028, 0.0000000000000000E+000, 2.7789839868535893E-001, 2.7789839868535426E-001, 2.3400694523000415E-001, 2.7789838743823198E-001 
26, 9.9999999994988220E-001, 6.9470845969713857E-001, -8.4990370095092143E+000, 4.6136143856679634E+000, 4.3863360991301024E+000, 4.2345121780838024E+000, 2.0247041893284921E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3232902366432742E+000, 3.1622685455073860E+000, 4.6479491070828399E-028, 0.0000000000000000E+000, 2.7793977681071097E-001, 2.7793977681070664E-001, 2.3730454012860400E-001, 2.7793977529366082E-001 
27, 9.9999999994678579E-001, 6.9468383569771486E-001, -8.4818507147765381E+000, 4.6211467447185219E+000, 4.4132803093357511E+000, 4.2601164625718608E+000, 2.0247041893284855E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3406471644578801E+000, 3.1730693643280965E+000, 4.8355856538030549E-028, 0.0000000000000000E+000, 2.7754823478457757E-001, 2.7754823478457380E-001, 2.4215773721055533E-001, 2.7754825203392386E-001 
28, 9.9999999994059297E-001, 6.9463648675876644E-001, -8.4651704940811552E+000, 4.6281043561869000E+000, 4.4386608189701535E+000, 4.2844568064533810E+000, 2.0247041893284721E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3565906120341813E+000, 3.1793282537694503E+000, 5.0249380055122834E-028, 0.0000000000000000E+000, 2.7613694277915679E-001, 2.7613694277915429E-001, 2.4651883340574615E-001, 2.7613694725995058E-001 
29, 9.9999999993749655E-001, 6.9461369880961299E-001, -8.4545682327188239E+000, 4.6325449601148998E+000, 4.4547961957668880E+000, 4.2998967559606180E+000, 2.0247041893284651E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3665443823449002E+000, 3.1792069518537249E+000, 5.1491302521570738E-028, 0.0000000000000000E+000, 2.7523844885956544E-001, 2.7523844885956356E-001, 2.4919472818078969E-001, 2.7523844528515662E-001 
30, 9.9999999993440014E-001, 6.9459145697920044E-001, -8.4393443699828090E+000, 4.6389257086905253E+000, 4.4779326627478806E+000, 4.3220064170862944E+000, 2.0247041893284582E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3802396737606160E+000, 3.1731974001523096E+000, 5.3328462711632704E-028, 0.0000000000000000E+000, 2.7407021922491165E-001, 2.7407021922491026E-001, 2.5280363854089810E-001, 2.7407021440835988E-001 
31, 9.9999999992820732E-001, 6.9454849597136381E-001, -8.4197673424963746E+000, 4.6468100773392340E+000, 4.5069916352209427E+000, 4.3499904237412483E+000, 2.0247041893284437E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.3956274938102118E+000, 3.1597345392749903E+000, 5.5787619358269742E-028, 0.0000000000000000E+000, 2.7141681395096667E-001, 2.7141681395096606E-001, 2.5673370015264702E-001, 2.7141680166157905E-001 
32, 9.9999999992201449E-001, 6.9450741662787685E-001, -8.4011151541512508E+000, 4.6541248357829739E+000, 4.5342375819401850E+000, 4.3763567590889201E+000, 2.0247041893284291E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4082160842926339E+000, 3.1391481114301141E+000, 5.8236023032671064E-028, 0.0000000000000000E+000, 2.6855314714957851E-001, 2.6855314714957834E-001, 2.5985673516180779E-001, 2.6855313631905542E-001 
33, 9.9999999991582167E-001, 6.9446805328528216E-001, -8.3875728044822644E+000, 4.6592415878632449E+000, 4.5536127402742652E+000, 4.3952523793727041E+000, 2.0247041893284138E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4159956223800088E+000, 3.1217246975253636E+000, 6.0080745108322804E-028, 0.0000000000000000E+000, 2.6557114614148286E-001, 2.6557114614148281E-001, 2.6176036188483559E-001, 2.6557114366974299E-001 
34, 9.9999999991272526E-001, 6.9444897201458700E-001, -8.3788511207713867E+000, 4.6625302235114079E+000, 4.5660675322396447E+000, 4.4073989284730404E+000, 2.0247041893284058E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4205360978896697E+000, 3.1085663978140121E+000, 6.1299623908919028E-028, 0.0000000000000000E+000, 2.6406264257915990E-001, 2.6406264257915990E-001, 2.6286672621744289E-001, 2.6406264600994589E-001 
35, 9.9999999990962884E-001, 6.9443026767893590E-001, -8.3663480649069086E+000, 4.6672277509118683E+000, 4.5838765761922273E+000, 4.4247746022130023E+000, 2.0247041893283982E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4264157733140586E+000, 3.0877100442369514E+000, 6.3090221243261248E-028, 0.0000000000000000E+000, 2.6251212554586906E-001, 2.6251212554586906E-001, 2.6429584326757416E-001, 2.6251213415924934E-001 
36, 9.9999999990355748E-001, 6.9439462662215112E-001, -8.3502405986986812E+000, 4.6730743826089727E+000, 4.6064008764335824E+000, 4.4469168599238138E+000, 2.0247041893283822E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4328317011000946E+000, 3.0617098399024849E+000, 6.5474330746523191E-028, 0.0000000000000000E+000, 2.5962420517343426E-001, 2.5962420517343426E-001, 2.6585402929888363E-001, 2.5962422010463848E-001 
37, 9.9999999989748611E-001, 6.9436027493311592E-001, -8.3347436182561747E+000, 4.6785791244950978E+000, 4.6278209613576298E+000, 4.4680709418197440E+000, 2.0247041893283658E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4380736578224509E+000, 3.0368459987493521E+000, 6.7853080358005182E-028, 0.0000000000000000E+000, 2.5703838676682456E-001, 2.5703838676682456E-001, 2.6712031466403624E-001, 2.5703838516599836E-001 
38, 9.9999999989141475E-001, 6.9432711967786420E-001, -8.3198196299775091E+000, 4.6837790530429455E+000, 4.6482401368450388E+000, 4.4883208196103554E+000, 2.0247041893283495E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4424142383505556E+000, 3.0132326557315898E+000, 7.0225533336845603E-028, 0.0000000000000000E+000, 2.5470296342867638E-001, 2.5470296342867638E-001, 2.6815939548207063E-001, 2.5470295271758908E-001 
39, 9.9999999988534338E-001, 6.9429507719327532E-001, -8.2986326956171883E+000, 4.6911463694885516E+000, 4.6771826616207184E+000, 4.5170286487624898E+000, 2.0247041893283324E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4476492830391083E+000, 2.9771436813787355E+000, 7.3736775105394743E-028, 0.0000000000000000E+000, 2.5252469279096168E-001, 2.5252469279096168E-001, 2.6939239191461617E-001, 2.5252468914205900E-001 
40, 9.9999999987320065E-001, 6.9423402392930489E-001, -8.2781419984131883E+000, 4.6978455560079020E+000, 4.7043310964059248E+000, 4.5443338282154260E+000, 2.0247041893282978E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4516556608627398E+000, 2.9476490578707679E+000, 7.7299551808206471E-028, 0.0000000000000000E+000, 2.4876819107282591E-001, 2.4876819107282591E-001, 2.7035049996107952E-001, 2.4876819293553007E-001 
41, 9.9999999986712929E-001, 6.9420489507055694E-001, -8.2651652567227085E+000, 4.7020972257370772E+000, 4.7215353569502998E+000, 4.5616260687494181E+000, 2.0247041893282800E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4538327051523723E+000, 2.9271748468036325E+000, 7.9644373145775685E-028, 0.0000000000000000E+000, 2.4715921638976052E-001, 2.4715921638976052E-001, 2.7087350699013452E-001, 2.4715922846032937E-001 
42, 9.9999999986105792E-001, 6.9417661810280185E-001, -8.2526017333164834E+000, 4.7061621037995502E+000, 4.7380882030352893E+000, 4.5783094251406107E+000, 2.0247041893282618E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4556891716733875E+000, 2.9072944938149239E+000, 8.1982277414281047E-028, 0.0000000000000000E+000, 2.4559766649728215E-001, 2.4559766649728215E-001, 2.7132664423893377E-001, 2.4559767181323419E-001 
43, 9.9999999985498655E-001, 6.9414914213854850E-001, -8.2404269978280063E+000, 4.7100554493550648E+000, 4.7540372062347931E+000, 4.5944253640662645E+000, 2.0247041893282436E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4572837555176104E+000, 2.8880871900058804E+000, 8.4313292205739797E-028, 0.0000000000000000E+000, 2.4413796422237399E-001, 2.4413796422237399E-001, 2.7172208822585875E-001, 2.4413795534118896E-001 
44, 9.9999999984891519E-001, 6.9412242072039076E-001, -8.2229672288313687E+000, 4.7156458349287496E+000, 4.7769190208767398E+000, 4.6175380571336175E+000, 2.0247041893282247E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4592760761624981E+000, 2.8591510997466569E+000, 8.7772357247794763E-028, 0.0000000000000000E+000, 2.4274422269438437E-001, 2.4274422269438437E-001, 2.7222010718371958E-001, 2.4274421100694818E-001 
45, 9.9999999983677246E-001, 6.9407106996501011E-001, -8.2006828681178785E+000, 4.7225527785095629E+000, 4.8056787446680493E+000, 4.6467987232242178E+000, 2.0247041893281868E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4614079603211945E+000, 2.8253984095710520E+000, 9.2394190182285437E-028, 0.0000000000000000E+000, 2.4024299092813567E-001, 2.4024299092813567E-001, 2.7277442603953872E-001, 2.4024298385291565E-001 
46, 9.9999999982462973E-001, 6.9402227076516543E-001, -8.1846847885551490E+000, 4.7273812584516470E+000, 4.8260728053666844E+000, 4.6676690464719579E+000, 2.0247041893281475E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4627271576639973E+000, 2.8031473818456529E+000, 9.5861585414031545E-028, 0.0000000000000000E+000, 2.3821175930751040E-001, 2.3821175930751040E-001, 2.7313148865216741E-001, 2.3821176777428371E-001 
47, 9.9999999981855836E-001, 6.9399874774338621E-001, -8.1744379484718745E+000, 4.7304864120615777E+000, 4.8391583025363962E+000, 4.6810468607296798E+000, 2.0247041893281283E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4634895608358292E+000, 2.7884454355556323E+000, 9.8150532417252519E-028, 0.0000000000000000E+000, 2.3731426859512314E-001, 2.3731426859512314E-001, 2.7333983257587380E-001, 2.3731427653021459E-001 
48, 9.9999999981248699E-001, 6.9397576954247264E-001, -8.1600226497332642E+000, 4.7348652198823418E+000, 4.8575856335177319E+000, 4.6998741519908931E+000, 2.0247041893281079E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4644655432780693E+000, 2.7674264468181815E+000, 1.0146346475991610E-027, 0.0000000000000000E+000, 2.3644657691268109E-001, 2.3644657691268109E-001, 2.7360984060062893E-001, 2.3644657710852543E-001 
49, 9.9999999980082999E-001, 6.9393308206913218E-001, -8.1417691244667303E+000, 4.7402940747096878E+000, 4.8806953386989251E+000, 4.7235929293417120E+000, 2.0247041893280693E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4655913212027685E+000, 2.7431758015800161E+000, 1.0581943683110452E-027, 0.0000000000000000E+000, 2.3496904157500639E-001, 2.3496904157500639E-001, 2.7393633938929163E-001, 2.3496903185162010E-001 
50, 9.9999999978917298E-001, 6.9389213975658115E-001, -8.1243584024891486E+000, 4.7454238934109529E+000, 4.9026452807594820E+000, 4.7461649246120610E+000, 2.0247041893280304E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4665728202466246E+000, 2.7212357843228756E+000, 1.1014843756306183E-027, 0.0000000000000000E+000, 2.3375238872484980E-001, 2.3375238872484980E-001, 2.7423174582042048E-001, 2.3375237059046014E-001 
51, 9.9999999977751597E-001, 6.9385279543352374E-001, -8.1077219187764502E+000, 4.7502873470002385E+000, 4.9235463988030626E+000, 4.7676923469740764E+000, 2.0247041893279904E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4674442201957860E+000, 2.7014292435448417E+000, 1.1445030189022332E-027, 0.0000000000000000E+000, 2.3273116788031559E-001, 2.3273116788031559E-001, 2.7450062412526816E-001, 2.3273115932405627E-001 
52, 9.9999999976585896E-001, 6.9381491966759690E-001, -8.0842606920557998E+000, 4.7572050438999920E+000, 4.9531350594599610E+000, 4.7981063560156763E+000, 2.0247041893279496E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4685578388203451E+000, 2.6732132381046969E+000, 1.2080397520943959E-027, 0.0000000000000000E+000, 2.3184179083984766E-001, 2.3184179083984766E-001, 2.7484392306761191E-001, 2.3184178733556676E-001 
53, 9.9999999974254494E-001, 6.9374312458558296E-001, -8.0618915349459659E+000, 4.7635405459442914E+000, 4.9808535280370876E+000, 4.8268403261481092E+000, 2.0247041893278674E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4696159764003338E+000, 2.6520688160991717E+000, 1.2719011925526178E-027, 0.0000000000000000E+000, 2.3051048591085041E-001, 2.3051048591085041E-001, 2.7519016443598304E-001, 2.3051047776260686E-001 
54, 9.9999999973088793E-001, 6.9370901673113416E-001, -8.0478028125359184E+000, 4.7675767366650748E+000, 4.9984014375617267E+000, 4.8449841135895886E+000, 2.0247041893278260E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4702427562249065E+000, 2.6381004103159009E+000, 1.3138446629710990E-027, 0.0000000000000000E+000, 2.3003942240808103E-001, 2.3003942240808103E-001, 2.7539728974541744E-001, 2.3003941135718864E-001 
55, 9.9999999971923093E-001, 6.9367598993994628E-001, -8.0342395318291953E+000, 4.7714498363299462E+000, 5.0152727969839921E+000, 4.8624384154454976E+000, 2.0247041893277841E+004, 7.0000000000000007E-001, 2.8000000000000008E-001, 1.9999999999999796E-002, 1.4708328750958695E+000, 2.6250018270120918E+000, 1.3555301578025459E-027, 0.0000000000000000E+000, 2.2959390110868272E-001, 2.2959390110868272E-001, 2.7559593347965128E-001, 2.2959389177508077E-001 
56, 9.9999999970757392E-001, 6.9364397146312129E-001, -8.0211644154950950E+000, 4.7751728019451747E+000, 5.0315178789030952E+000, 4.8792530051616607E+000, 2.0247041893277416E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4713911637385690E+000, 2.6126319091102719E+000, 1.3969669871700800E-027, 0.0000000000000000E+000, 2.2920025714353828E-001, 2.2920025714353828E-001, 2.7578631263519765E-001, 2.2920025366869828E-001 
57, 9.9999999969591691E-001, 6.9361289581516972E-001, -8.0024960821340212E+000, 4.7805375193292257E+000, 5.0548065056395419E+000, 4.9033076971273273E+000, 2.0247041893276990E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4721510874369916E+000, 2.5941325703788869E+000, 1.4583345189791826E-027, 0.0000000000000000E+000, 2.2882241256426969E-001, 2.2882241256426969E-001, 2.7604475419107899E-001, 2.2882242225300731E-001 
58, 9.9999999967260289E-001, 6.9355334087416576E-001, -7.9788798906552465E+000, 4.7872077708336676E+000, 5.0840497054694707E+000, 4.9336159542812359E+000, 2.0247041893276124E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4731133484394614E+000, 2.5732482809191239E+000, 1.5398443369092389E-027, 0.0000000000000000E+000, 2.2817748123065365E-001, 2.2817748123065365E-001, 2.7638078890148149E-001, 2.2817750537974993E-001 
59, 9.9999999964928887E-001, 6.9349691535310187E-001, -7.9620535509892196E+000, 4.7918973072066535E+000, 5.1047688380727161E+000, 4.9551442513978881E+000, 2.0247041893275251E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4737937258259814E+000, 2.5599409468208538E+000, 1.6006843267469789E-027, 0.0000000000000000E+000, 2.2776891267977906E-001, 2.2776891267977906E-001, 2.7662544108958109E-001, 2.2776893081981534E-001 
60, 9.9999999963763186E-001, 6.9346976693018503E-001, -7.9513099036271369E+000, 4.7949212830359409E+000, 5.1180553312321280E+000, 4.9689195086762235E+000, 2.0247041893274807E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4742069544228364E+000, 2.5511660582265971E+000, 1.6407823772832244E-027, 0.0000000000000000E+000, 2.2761457902787036E-001, 2.2761457902787036E-001, 2.7677496617108688E-001, 2.2761457279042063E-001 
61, 9.9999999962597486E-001, 6.9344327696324970E-001, -7.9358435941293806E+000, 4.7993132061806500E+000, 5.1372572644814145E+000, 4.9887892667336837E+000, 2.0247041893274367E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4747728789889107E+000, 2.5382981012785364E+000, 1.7002770527800240E-027, 0.0000000000000000E+000, 2.2745621936069976E-001, 2.2745621936069976E-001, 2.7698103665556184E-001, 2.2745619407281420E-001 
62, 9.9999999960266084E-001, 6.9339213686643686E-001, -7.9161294842812060E+000, 4.8048472211694708E+000, 5.1616177248489548E+000, 5.0140530536770926E+000, 2.0247041893273472E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4754890493246144E+000, 2.5239189816291732E+000, 1.7792498041534994E-027, 0.0000000000000000E+000, 2.2722852329735532E-001, 2.2722852329735532E-001, 2.7724933479503261E-001, 2.2722850512506018E-001 
63, 9.9999999957934682E-001, 6.9334324940599623E-001, -7.8974545826333316E+000, 4.8100876175142320E+000, 5.1846941434105709E+000, 5.0379822977956463E+000, 2.0247041893272566E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4761376034678175E+000, 2.5112587666732855E+000, 1.8574402534128217E-027, 0.0000000000000000E+000, 2.2713947576653931E-001, 2.2713947576653931E-001, 2.7749787227706207E-001, 2.2713947753378072E-001 
64, 9.9999999955603280E-001, 6.9329640408974413E-001, -7.8840222122400725E+000, 4.8138267869871942E+000, 5.2012378123399943E+000, 5.0551621218139919E+000, 2.0247041893271653E+004, 7.0000000000000007E-001, 2.8000000000000008E-001, 1.9999999999999796E-002, 1.4765959254555354E+000, 2.5032022604167437E+000, 1.9157967831466423E-027, 0.0000000000000000E+000, 2.2715307776208890E-001, 2.2715307776208890E-001, 2.7767822155621624E-001, 2.2715308277663071E-001 
65, 9.9999999954437579E-001, 6.9327368932983624E-001, -7.8753748959066003E+000, 4.8162555641381415E+000, 5.2119290815252466E+000, 5.0662430773330076E+000, 2.0247041893271198E+004, 7.0000000000000007E-001, 2.7999999999999997E-001, 2.0000000000000018E-002, 1.4768745963769507E+000, 2.4978849304506467E+000, 1.9543313601367815E-027, 0.0000000000000000E+000, 2.2718476085128933E-001, 2.2718476085128933E-001, 2.7778869454469429E-001, 2.2718476499948154E-001 
66, 9.9999999953271879E-001, 6.9325141891472541E-001, -7.8628328886572278E+000, 4.8198074498764631E+000, 5.2274912684942283E+000, 5.0823440171033241E+000, 2.0247041893270736E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4772567087364130E+000, 2.4900140024705202E+000, 2.0116032551016903E-027, 0.0000000000000000E+000, 2.2720798934581710E-001, 2.2720798934581710E-001, 2.7794092449013869E-001, 2.2720798517655691E-001 
67, 9.9999999950940477E-001, 6.9320813618635790E-001, -7.8467271699395544E+000, 4.8243356442877063E+000, 5.2474174224341210E+000, 5.1029877013657856E+000, 2.0247041893269808E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4777429239189799E+000, 2.4810013741769885E+000, 2.0876169675721620E-027, 0.0000000000000000E+000, 2.2728660739517159E-001, 2.2728660739517159E-001, 2.7813750783634977E-001, 2.2728659711481514E-001 
68, 9.9999999948609075E-001, 6.9316641694393966E-001, -7.8313333712339217E+000, 4.8286694276280251E+000, 5.2664764608813819E+000, 5.1227250043529340E+000, 2.0247041893268874E+004, 7.0000000000000007E-001, 2.8000000000000003E-001, 1.9999999999999907E-002, 1.4781892109000903E+000, 2.4728462749983584E+000, 2.1629541445842315E-027, 0.0000000000000000E+000, 2.2742189912712757E-001, 2.2742189912712757E-001, 2.7831985161527245E-001, 2.2742190784804381E-001 
